CustomerID,Date,Season,Temperature,Humidity,Consumption_kWh,PeakUsage
3,2022-11-01,Fall,11.9,69.4,231.5,0
3,2022-12-01,Winter,5.0,29.1,418.7,1
3,2023-01-01,Winter,2.5,46.8,350.9,1
3,2023-02-01,Winter,9.1,45.7,383.4,1
3,2023-03-01,Spring,13.6,61.9,268.2,0
3,2023-04-01,Spring,13.6,54.7,272.2,0
3,2023-05-01,Spring,15.9,71.8,259.4,0
3,2023-06-01,Summer,25.0,66.6,336.2,0
3,2023-07-01,Summer,26.0,65.9,384.6,1
3,2023-08-01,Summer,25.3,62.8,365.2,1
3,2023-09-01,Fall,10.7,65.1,253.9,0
3,2023-10-01,Fall,10.2,80.9,289.9,0
3,2023-11-01,Fall,16.5,59.6,272.8,0
3,2023-12-01,Winter,7.9,35.5,357.0,1
3,2024-01-01,Winter,-1.4,44.7,326.8,0
3,2024-02-01,Winter,6.1,55.7,359.2,1
3,2024-03-01,Spring,11.0,74.7,294.5,0
3,2024-04-01,Spring,14.2,62.4,240.9,0
3,2024-05-01,Spring,14.7,69.9,262.7,0
3,2024-06-01,Summer,24.8,71.3,396.0,1
3,2024-07-01,Summer,25.0,70.2,369.9,1
3,2024-08-01,Summer,20.2,63.2,381.0,1
3,2024-09-01,Fall,5.4,73.9,251.7,0
3,2024-10-01,Fall,16.1,65.8,322.2,0
3,2024-11-01,Fall,16.2,77.3,272.2,0
3,2024-12-01,Winter,4.2,64.9,360.3,1
3,2025-01-01,Winter,8.2,32.4,371.3,1
4,2022-01-01,Winter,4.6,52.0,333.6,0
4,2022-02-01,Winter,9.9,36.2,381.4,1
4,2022-03-01,Spring,17.4,57.7,265.5,0
4,2022-04-01,Spring,8.8,59.3,275.5,0
4,2022-05-01,Spring,14.8,51.2,270.5,0
4,2022-06-01,Summer,24.8,74.8,361.1,1
4,2022-07-01,Summer,23.6,65.9,324.1,0
4,2022-08-01,Summer,24.7,64.8,343.5,0
4,2022-09-01,Fall,3.2,64.3,288.8,0
4,2022-10-01,Fall,7.9,66.5,309.4,0
4,2022-11-01,Fall,8.1,59.8,264.2,0
4,2022-12-01,Winter,4.2,27.0,354.6,1
4,2023-01-01,Winter,-1.6,58.5,364.0,1
4,2023-02-01,Winter,14.2,61.2,366.9,1
4,2023-03-01,Spring,7.6,53.5,244.5,0
4,2023-04-01,Spring,13.1,51.3,251.6,0
4,2023-05-01,Spring,17.7,68.4,283.0,0
4,2023-06-01,Summer,25.2,65.7,356.4,1
4,2023-07-01,Summer,29.7,68.1,338.4,0
4,2023-08-01,Summer,27.8,79.5,351.9,1
4,2023-09-01,Fall,10.4,62.5,244.4,0
4,2023-10-01,Fall,8.0,61.6,234.6,0
4,2023-11-01,Fall,8.4,47.5,312.6,0
4,2023-12-01,Winter,4.3,40.9,392.9,1
4,2024-01-01,Winter,5.8,42.8,359.5,1
4,2024-02-01,Winter,5.3,57.5,383.0,1
4,2024-03-01,Spring,12.7,55.5,245.5,0
4,2024-04-01,Spring,10.1,60.4,216.4,0
4,2024-05-01,Spring,17.4,50.9,274.2,0
4,2024-06-01,Summer,23.0,70.2,338.2,0
4,2024-07-01,Summer,27.3,75.5,381.2,1
4,2024-08-01,Summer,17.6,66.0,354.3,1
4,2024-09-01,Fall,10.3,68.4,322.1,0
4,2024-10-01,Fall,11.0,62.1,245.7,0
4,2024-11-01,Fall,9.0,68.8,292.1,0
4,2024-12-01,Winter,7.6,46.7,348.5,0
4,2025-01-01,Winter,8.9,43.2,303.5,0
5,2022-01-01,Winter,5.1,66.8,339.1,0
5,2022-02-01,Winter,7.5,58.9,369.4,1
5,2022-03-01,Spring,10.6,69.2,258.5,0
5,2022-04-01,Spring,18.7,67.7,289.0,0
5,2022-05-01,Spring,13.6,53.2,285.1,0
5,2022-06-01,Summer,26.2,68.3,395.9,1
5,2022-07-01,Summer,24.2,65.1,369.3,1
5,2022-08-01,Summer,23.3,74.8,387.9,1
5,2022-09-01,Fall,11.2,78.1,233.9,0
5,2022-10-01,Fall,8.5,66.2,280.8,0
5,2022-11-01,Fall,12.0,64.6,252.8,0
5,2022-12-01,Winter,12.9,48.0,383.3,1
5,2023-01-01,Winter,5.3,57.3,376.1,1
5,2023-02-01,Winter,6.3,52.5,343.6,0
5,2023-03-01,Spring,19.8,55.9,294.3,0
5,2023-04-01,Spring,17.3,80.3,274.4,0
5,2023-05-01,Spring,14.5,56.6,305.2,0
5,2023-06-01,Summer,18.0,68.9,363.4,1
5,2023-07-01,Summer,24.0,78.3,321.0,0
5,2023-08-01,Summer,24.6,70.0,328.8,0
5,2023-09-01,Fall,9.3,69.9,254.5,0
5,2023-10-01,Fall,11.6,59.4,296.5,0
5,2023-11-01,Fall,17.7,65.4,228.4,0
5,2023-12-01,Winter,7.0,48.9,344.5,0
5,2024-01-01,Winter,4.9,44.6,391.7,1
5,2024-02-01,Winter,-3.0,29.2,338.8,0
5,2024-03-01,Spring,14.0,57.0,288.7,0
5,2024-04-01,Spring,16.6,66.7,238.0,0
5,2024-05-01,Spring,17.8,70.2,227.5,0
5,2024-06-01,Summer,22.8,70.5,338.1,0
5,2024-07-01,Summer,21.3,73.6,352.2,1
5,2024-08-01,Summer,22.2,71.2,358.9,1
5,2024-09-01,Fall,6.8,69.3,224.2,0
5,2024-10-01,Fall,15.3,56.3,246.5,0
5,2024-11-01,Fall,5.3,69.2,302.4,0
5,2024-12-01,Winter,-1.5,32.5,376.0,1
5,2025-01-01,Winter,3.4,54.0,401.5,1
6,2022-01-01,Winter,4.9,46.6,358.3,1
6,2022-02-01,Winter,5.9,32.9,355.6,1
6,2022-03-01,Spring,13.7,49.7,258.4,0
6,2022-04-01,Spring,15.6,52.2,296.6,0
6,2022-05-01,Spring,17.2,56.2,251.2,0
6,2022-06-01,Summer,25.8,74.9,346.0,0
6,2022-07-01,Summer,26.5,69.2,369.1,1
6,2022-08-01,Summer,23.1,70.1,333.0,0
6,2022-09-01,Fall,10.6,55.0,275.0,0
6,2022-10-01,Fall,7.2,55.5,294.6,0
6,2022-11-01,Fall,4.7,79.6,290.1,0
6,2022-12-01,Winter,2.4,57.0,344.0,0
6,2023-01-01,Winter,0.4,49.9,352.6,1
6,2023-02-01,Winter,8.4,43.0,340.0,0
6,2023-03-01,Spring,14.0,75.8,265.1,0
6,2023-04-01,Spring,17.1,55.5,266.2,0
6,2023-05-01,Spring,17.8,45.9,268.4,0
6,2023-06-01,Summer,24.8,73.1,362.4,1
6,2023-07-01,Summer,25.4,74.1,381.9,1
6,2023-08-01,Summer,27.5,72.3,314.4,0
6,2023-09-01,Fall,9.8,70.7,244.7,0
6,2023-10-01,Fall,6.8,72.4,318.0,0
6,2023-11-01,Fall,9.8,61.7,307.5,0
6,2023-12-01,Winter,5.3,45.4,323.0,0
6,2024-01-01,Winter,8.8,47.4,351.6,1
6,2024-02-01,Winter,9.3,52.0,366.5,1
6,2024-03-01,Spring,15.8,49.2,253.2,0
6,2024-04-01,Spring,15.2,68.5,320.8,0
6,2024-05-01,Spring,12.9,55.9,228.0,0
6,2024-06-01,Summer,23.7,77.3,337.8,0
6,2024-07-01,Summer,27.4,68.5,331.1,0
6,2024-08-01,Summer,22.0,66.2,293.9,0
6,2024-09-01,Fall,6.4,57.5,310.7,0
6,2024-10-01,Fall,13.0,63.5,342.9,0
6,2024-11-01,Fall,8.0,73.2,303.2,0
6,2024-12-01,Winter,3.1,44.7,354.3,1
6,2025-01-01,Winter,3.1,45.0,384.8,1
7,2022-01-01,Winter,9.3,44.3,378.6,1
7,2022-02-01,Winter,3.9,42.9,348.1,0
7,2022-03-01,Spring,19.6,74.4,238.2,0
7,2022-04-01,Spring,16.8,64.3,294.7,0
7,2022-05-01,Spring,14.5,53.6,280.0,0
7,2022-06-01,Summer,22.1,65.8,343.0,0
7,2022-07-01,Summer,23.4,71.1,311.5,0
7,2022-08-01,Summer,22.4,76.0,357.7,1
7,2022-09-01,Fall,12.0,77.9,260.8,0
7,2022-10-01,Fall,10.9,71.5,300.5,0
7,2022-11-01,Fall,12.5,68.6,302.0,0
7,2022-12-01,Winter,9.6,43.5,392.5,1
7,2023-01-01,Winter,4.5,51.5,336.3,0
7,2023-02-01,Winter,6.5,54.2,368.5,1
7,2023-03-01,Spring,15.6,60.4,293.0,0
7,2023-04-01,Spring,10.9,72.0,250.7,0
7,2023-05-01,Spring,15.7,72.6,322.0,0
7,2023-06-01,Summer,20.7,70.9,342.2,0
7,2023-07-01,Summer,28.2,64.9,297.8,0
7,2023-08-01,Summer,27.9,67.6,384.8,1
7,2023-09-01,Fall,8.3,67.6,282.9,0
7,2023-10-01,Fall,3.9,70.1,288.4,0
7,2023-11-01,Fall,5.7,49.6,262.8,0
7,2023-12-01,Winter,8.0,61.2,372.6,1
7,2024-01-01,Winter,7.0,49.0,330.6,0
7,2024-02-01,Winter,10.0,59.0,339.7,0
7,2024-03-01,Spring,11.2,71.6,302.0,0
7,2024-04-01,Spring,14.9,62.2,282.0,0
7,2024-05-01,Spring,16.7,63.6,266.8,0
7,2024-06-01,Summer,26.0,76.2,368.7,1
7,2024-07-01,Summer,23.0,79.0,327.2,0
7,2024-08-01,Summer,25.0,62.0,389.1,1
7,2024-09-01,Fall,8.7,51.8,237.2,0
7,2024-10-01,Fall,7.9,82.3,247.6,0
7,2024-11-01,Fall,12.4,68.0,286.3,0
7,2024-12-01,Winter,3.3,47.4,381.1,1
7,2025-01-01,Winter,5.0,38.4,377.6,1
8,2022-01-01,Winter,10.3,41.2,351.8,1
8,2022-02-01,Winter,2.0,47.2,383.8,1
8,2022-03-01,Spring,16.9,56.1,237.4,0
8,2022-04-01,Spring,19.2,67.4,278.1,0
8,2022-05-01,Spring,16.1,63.1,301.7,0
8,2022-06-01,Summer,28.1,67.3,337.1,0
8,2022-07-01,Summer,27.9,69.0,395.0,1
8,2022-08-01,Summer,30.2,71.0,314.3,0
8,2022-09-01,Fall,8.4,69.3,292.5,0
8,2022-10-01,Fall,15.2,68.1,231.2,0
8,2022-11-01,Fall,11.7,61.5,246.1,0
8,2022-12-01,Winter,4.2,33.3,400.8,1
8,2023-01-01,Winter,7.6,31.4,334.2,0
8,2023-02-01,Winter,5.7,60.5,354.2,1
8,2023-03-01,Spring,20.3,46.9,264.1,0
8,2023-04-01,Spring,19.4,71.0,292.0,0
8,2023-05-01,Spring,12.9,62.6,263.7,0
8,2023-06-01,Summer,26.6,68.1,312.0,0
8,2023-07-01,Summer,25.7,64.2,359.8,1
8,2023-08-01,Summer,21.1,75.8,345.3,0
8,2023-09-01,Fall,9.2,50.3,294.8,0
8,2023-10-01,Fall,5.3,62.0,260.3,0
8,2023-11-01,Fall,11.6,70.9,292.9,0
8,2023-12-01,Winter,6.1,54.3,359.1,1
8,2024-01-01,Winter,6.1,46.7,322.4,0
8,2024-02-01,Winter,7.2,50.5,329.7,0
8,2024-03-01,Spring,11.9,58.5,279.4,0
8,2024-04-01,Spring,17.7,62.8,225.3,0
8,2024-05-01,Spring,23.8,53.0,249.9,0
8,2024-06-01,Summer,28.3,64.8,347.6,0
8,2024-07-01,Summer,23.0,75.4,337.3,0
8,2024-08-01,Summer,27.6,72.5,386.1,1
8,2024-09-01,Fall,16.0,71.7,280.4,0
8,2024-10-01,Fall,13.3,73.3,231.1,0
8,2024-11-01,Fall,14.9,59.6,285.4,0
8,2024-12-01,Winter,4.8,53.3,389.1,1
8,2025-01-01,Winter,9.3,55.6,361.4,1
9,2022-01-01,Winter,8.6,37.7,392.9,1
9,2022-02-01,Winter,6.9,62.9,332.0,0
9,2022-03-01,Spring,14.5,60.1,233.9,0
9,2022-04-01,Spring,10.1,52.9,298.0,0
9,2022-05-01,Spring,13.1,49.4,257.0,0
9,2022-06-01,Summer,22.9,75.4,388.5,1
9,2022-07-01,Summer,27.9,68.4,352.1,1
9,2022-08-01,Summer,24.9,64.2,323.3,0
9,2022-09-01,Fall,13.1,82.1,290.1,0
9,2022-10-01,Fall,11.7,63.2,303.5,0
9,2022-11-01,Fall,7.7,63.0,251.7,0
9,2022-12-01,Winter,2.0,59.7,350.0,1
9,2023-01-01,Winter,7.8,34.3,360.9,1
9,2023-02-01,Winter,0.2,48.7,367.7,1
9,2023-03-01,Spring,15.3,49.3,285.8,0
9,2023-04-01,Spring,12.2,71.2,271.5,0
9,2023-05-01,Spring,15.4,56.6,321.2,0
9,2023-06-01,Summer,26.2,68.6,350.7,1
9,2023-07-01,Summer,20.8,78.7,374.9,1
9,2023-08-01,Summer,27.3,73.7,332.5,0
9,2023-09-01,Fall,9.1,73.7,284.8,0
9,2023-10-01,Fall,7.7,80.6,225.3,0
9,2023-11-01,Fall,11.9,67.9,277.5,0
9,2023-12-01,Winter,9.9,34.6,358.8,1
9,2024-01-01,Winter,4.7,75.8,397.6,1
9,2024-02-01,Winter,2.7,35.6,334.8,0
9,2024-03-01,Spring,16.7,73.0,234.4,0
9,2024-04-01,Spring,12.9,55.3,267.2,0
9,2024-05-01,Spring,15.7,47.6,302.1,0
9,2024-06-01,Summer,31.4,64.1,345.5,0
9,2024-07-01,Summer,30.0,72.1,359.8,1
9,2024-08-01,Summer,23.0,65.0,374.7,1
9,2024-09-01,Fall,9.7,58.7,311.6,0
9,2024-10-01,Fall,6.4,61.3,221.0,0
9,2024-11-01,Fall,13.6,66.0,256.3,0
9,2024-12-01,Winter,5.7,44.7,386.8,1
9,2025-01-01,Winter,7.1,59.6,310.8,0
10,2022-01-01,Winter,2.3,43.0,381.4,1
10,2022-02-01,Winter,-0.5,55.1,396.9,1
10,2022-03-01,Spring,11.6,66.7,270.4,0
10,2022-04-01,Spring,15.2,59.2,274.2,0
10,2022-05-01,Spring,16.8,55.9,259.5,0
10,2022-06-01,Summer,26.6,65.5,351.8,1
10,2022-07-01,Summer,25.5,68.9,385.7,1
10,2022-08-01,Summer,24.9,74.1,353.4,1
10,2022-09-01,Fall,11.6,47.3,250.1,0
10,2022-10-01,Fall,8.2,63.7,251.7,0
10,2022-11-01,Fall,10.2,52.4,257.4,0
10,2022-12-01,Winter,2.2,48.6,379.3,1
10,2023-01-01,Winter,1.2,40.3,342.0,0
10,2023-02-01,Winter,4.4,64.9,322.2,0
10,2023-03-01,Spring,13.8,57.1,231.9,0
10,2023-04-01,Spring,13.8,61.4,239.9,0
10,2023-05-01,Spring,17.7,64.0,311.3,0
10,2023-06-01,Summer,20.9,68.9,376.2,1
10,2023-07-01,Summer,24.1,74.4,345.9,0
10,2023-08-01,Summer,23.3,57.0,348.4,0
10,2023-09-01,Fall,7.6,65.8,230.5,0
10,2023-10-01,Fall,10.0,69.1,207.4,0
10,2023-11-01,Fall,16.2,56.6,258.7,0
10,2023-12-01,Winter,4.5,67.1,335.1,0
10,2024-01-01,Winter,-1.8,52.8,391.5,1
10,2024-02-01,Winter,3.0,60.4,339.3,0
10,2024-03-01,Spring,13.8,59.3,296.7,0
10,2024-04-01,Spring,17.2,62.4,265.4,0
10,2024-05-01,Spring,15.5,50.5,285.5,0
10,2024-06-01,Summer,31.0,70.7,337.2,0
10,2024-07-01,Summer,23.6,66.0,373.8,1
10,2024-08-01,Summer,28.6,66.7,360.7,1
10,2024-09-01,Fall,8.7,67.0,271.7,0
10,2024-10-01,Fall,13.0,59.7,252.4,0
10,2024-11-01,Fall,8.5,67.0,268.0,0
10,2024-12-01,Winter,6.4,71.7,361.6,1
10,2025-01-01,Winter,10.4,57.5,381.3,1
11,2022-01-01,Winter,3.9,41.6,373.8,1
11,2022-02-01,Winter,1.2,32.6,327.8,0
11,2022-03-01,Spring,14.3,57.8,266.4,0
11,2022-04-01,Spring,17.7,62.4,296.1,0
11,2022-05-01,Spring,14.5,62.3,309.6,0
11,2022-06-01,Summer,24.6,74.4,384.1,1
11,2022-07-01,Summer,25.5,63.5,387.2,1
11,2022-08-01,Summer,24.7,74.1,354.4,1
11,2022-09-01,Fall,13.7,65.1,330.0,0
11,2022-10-01,Fall,13.2,51.7,275.5,0
11,2022-11-01,Fall,12.3,67.7,265.7,0
11,2022-12-01,Winter,6.4,47.5,344.4,0
11,2023-01-01,Winter,4.4,41.5,383.2,1
11,2023-02-01,Winter,0.8,57.2,370.2,1
11,2023-03-01,Spring,18.6,55.1,244.3,0
11,2023-04-01,Spring,11.7,56.4,276.2,0
11,2023-05-01,Spring,20.2,56.8,259.2,0
11,2023-06-01,Summer,29.4,78.4,315.2,0
11,2023-07-01,Summer,20.4,76.3,381.3,1
11,2023-08-01,Summer,22.5,81.1,328.0,0
11,2023-09-01,Fall,14.6,79.0,306.3,0
11,2023-10-01,Fall,12.9,60.6,306.1,0
11,2023-11-01,Fall,7.5,65.0,265.8,0
11,2023-12-01,Winter,3.1,59.5,374.7,1
11,2024-01-01,Winter,1.6,48.1,332.8,0
11,2024-02-01,Winter,4.6,54.8,346.8,0
11,2024-03-01,Spring,11.9,74.8,271.2,0
11,2024-04-01,Spring,15.8,69.2,256.9,0
11,2024-05-01,Spring,20.7,72.3,222.9,0
11,2024-06-01,Summer,21.5,67.4,376.5,1
11,2024-07-01,Summer,26.0,69.3,366.2,1
11,2024-08-01,Summer,24.4,68.2,386.2,1
11,2024-09-01,Fall,6.5,44.9,252.1,0
11,2024-10-01,Fall,8.9,44.9,280.6,0
11,2024-11-01,Fall,8.2,68.3,284.5,0
11,2024-12-01,Winter,3.3,53.5,336.6,0
11,2025-01-01,Winter,4.7,48.0,352.8,1
12,2022-01-01,Winter,4.3,41.6,357.1,1
12,2022-02-01,Winter,9.5,47.3,323.4,0
12,2022-03-01,Spring,15.0,60.8,242.0,0
12,2022-04-01,Spring,17.2,57.7,246.3,0
12,2022-05-01,Spring,15.3,65.6,245.1,0
12,2022-06-01,Summer,20.3,67.4,351.6,1
12,2022-07-01,Summer,26.7,63.3,436.6,1
12,2022-08-01,Summer,20.2,75.8,328.3,0
12,2022-09-01,Fall,8.4,69.4,264.7,0
12,2022-10-01,Fall,7.0,65.4,285.7,0
12,2022-11-01,Fall,10.5,67.7,281.1,0
12,2022-12-01,Winter,1.8,20.8,331.0,0
12,2023-01-01,Winter,11.0,67.7,342.0,0
12,2023-02-01,Winter,5.1,42.7,365.4,1
12,2023-03-01,Spring,14.8,55.0,267.6,0
12,2023-04-01,Spring,13.6,52.4,256.5,0
12,2023-05-01,Spring,15.3,57.1,277.3,0
12,2023-06-01,Summer,27.6,69.6,342.9,0
12,2023-07-01,Summer,25.0,75.2,362.9,1
12,2023-08-01,Summer,25.3,62.8,354.5,1
12,2023-09-01,Fall,14.1,73.3,274.5,0
12,2023-10-01,Fall,10.2,71.0,269.1,0
12,2023-11-01,Fall,12.0,70.8,285.8,0
12,2023-12-01,Winter,4.0,46.0,347.0,0
12,2024-01-01,Winter,7.3,48.0,343.7,0
12,2024-02-01,Winter,5.1,64.1,393.3,1
12,2024-03-01,Spring,14.9,69.2,278.6,0
12,2024-04-01,Spring,14.4,67.9,250.4,0
12,2024-05-01,Spring,14.2,74.3,297.9,0
12,2024-06-01,Summer,25.6,68.2,346.7,0
12,2024-07-01,Summer,25.9,79.0,355.9,1
12,2024-08-01,Summer,29.0,69.4,355.7,1
12,2024-09-01,Fall,3.3,61.5,270.3,0
12,2024-10-01,Fall,12.5,68.8,234.7,0
12,2024-11-01,Fall,8.8,60.4,244.3,0
12,2024-12-01,Winter,8.7,65.2,349.1,0
12,2025-01-01,Winter,8.7,50.4,340.3,0
13,2022-01-01,Winter,1.5,61.9,363.1,1
13,2022-02-01,Winter,6.6,44.9,384.1,1
13,2022-03-01,Spring,15.4,75.5,278.9,0
13,2022-04-01,Spring,11.0,65.8,293.2,0
13,2022-05-01,Spring,16.2,58.1,260.9,0
13,2022-06-01,Summer,25.5,61.5,336.3,0
13,2022-07-01,Summer,18.5,74.2,384.9,1
13,2022-08-01,Summer,22.2,68.9,389.9,1
13,2022-09-01,Fall,11.5,63.2,303.0,0
13,2022-10-01,Fall,8.4,69.6,239.0,0
13,2022-11-01,Fall,11.1,77.9,208.1,0
13,2022-12-01,Winter,4.1,33.9,363.6,1
13,2023-01-01,Winter,7.9,67.1,398.2,1
13,2023-02-01,Winter,3.1,50.8,380.4,1
13,2023-03-01,Spring,15.2,69.3,250.8,0
13,2023-04-01,Spring,18.5,62.1,302.6,0
13,2023-05-01,Spring,15.6,68.0,234.8,0
13,2023-06-01,Summer,22.9,77.4,359.1,1
13,2023-07-01,Summer,24.6,74.8,390.9,1
13,2023-08-01,Summer,30.2,64.9,376.4,1
13,2023-09-01,Fall,9.3,59.1,277.7,0
13,2023-10-01,Fall,10.4,75.4,282.6,0
13,2023-11-01,Fall,8.1,66.4,246.5,0
13,2023-12-01,Winter,-1.6,47.8,300.4,0
13,2024-01-01,Winter,0.5,57.6,338.3,0
13,2024-02-01,Winter,5.0,60.8,352.8,1
13,2024-03-01,Spring,9.4,60.9,280.3,0
13,2024-04-01,Spring,14.4,52.9,266.1,0
13,2024-05-01,Spring,18.2,60.2,261.6,0
13,2024-06-01,Summer,23.0,63.1,317.5,0
13,2024-07-01,Summer,25.8,72.5,384.9,1
13,2024-08-01,Summer,23.4,70.7,358.9,1
13,2024-09-01,Fall,9.2,58.8,249.6,0
13,2024-10-01,Fall,9.1,75.6,234.4,0
13,2024-11-01,Fall,9.3,60.4,321.0,0
13,2024-12-01,Winter,8.5,61.8,295.9,0
13,2025-01-01,Winter,7.1,52.3,374.4,1
14,2022-01-01,Winter,6.9,50.6,323.6,0
14,2022-02-01,Winter,4.9,47.9,401.3,1
14,2022-03-01,Spring,13.5,44.3,298.4,0
14,2022-04-01,Spring,17.9,63.4,318.4,0
14,2022-05-01,Spring,12.8,52.4,265.4,0
14,2022-06-01,Summer,29.2,68.7,343.0,0
14,2022-07-01,Summer,22.9,60.8,389.5,1
14,2022-08-01,Summer,28.1,75.6,347.4,0
14,2022-09-01,Fall,6.4,58.2,232.9,0
14,2022-10-01,Fall,13.9,74.8,257.4,0
14,2022-11-01,Fall,7.9,72.8,252.7,0
14,2022-12-01,Winter,1.3,44.1,427.1,1
14,2023-01-01,Winter,3.6,49.5,308.7,0
14,2023-02-01,Winter,6.6,50.1,331.1,0
14,2023-03-01,Spring,13.9,45.6,286.9,0
14,2023-04-01,Spring,17.1,57.3,245.4,0
14,2023-05-01,Spring,10.5,64.2,208.5,0
14,2023-06-01,Summer,30.2,81.2,371.3,1
14,2023-07-01,Summer,28.7,64.7,324.2,0
14,2023-08-01,Summer,24.5,67.6,347.4,0
14,2023-09-01,Fall,11.5,71.7,211.9,0
14,2023-10-01,Fall,16.2,58.6,275.2,0
14,2023-11-01,Fall,12.7,78.7,274.6,0
14,2023-12-01,Winter,3.6,48.9,328.0,0
14,2024-01-01,Winter,5.7,52.7,417.6,1
14,2024-02-01,Winter,5.9,46.1,324.2,0
14,2024-03-01,Spring,17.6,59.0,275.4,0
14,2024-04-01,Spring,18.4,59.6,246.4,0
14,2024-05-01,Spring,12.5,65.1,248.7,0
14,2024-06-01,Summer,18.6,85.7,388.5,1
14,2024-07-01,Summer,24.0,72.1,417.2,1
14,2024-08-01,Summer,24.4,69.2,404.6,1
14,2024-09-01,Fall,9.4,64.1,290.7,0
14,2024-10-01,Fall,12.0,66.4,280.3,0
