userId,date,electricityUsage
7,9/1/2022,260.8
7,10/1/2022,300.5
7,11/1/2022,302
7,12/1/2022,392.5
7,1/1/2023,336.3
7,2/1/2023,368.5
7,3/1/2023,293
7,4/1/2023,250.7
7,5/1/2023,322
7,6/1/2023,342.2
7,7/1/2023,297.8
7,8/1/2023,384.8
7,9/1/2023,282.9
7,10/1/2023,288.4
7,11/1/2023,262.8
7,12/1/2023,372.6
7,1/1/2024,330.6
7,2/1/2024,339.7
7,3/1/2024,302
7,4/1/2024,282
7,5/1/2024,266.8
7,6/1/2024,368.7
7,7/1/2024,327.2
7,8/1/2024,389.1
7,9/1/2024,237.2
7,10/1/2024,247.6
7,11/1/2024,286.3
7,12/1/2024,381.1
7,1/1/2025,377.6
8,1/1/2022,351.8
8,2/1/2022,383.8
8,3/1/2022,237.4
8,4/1/2022,278.1
8,5/1/2022,301.7
8,6/1/2022,337.1
8,7/1/2022,395
8,8/1/2022,314.3
8,9/1/2022,292.5
8,10/1/2022,231.2
8,11/1/2022,246.1
8,12/1/2022,400.8
8,1/1/2023,334.2
8,2/1/2023,354.2
8,3/1/2023,264.1
8,4/1/2023,292
8,5/1/2023,263.7
8,6/1/2023,312
8,7/1/2023,359.8
8,8/1/2023,345.3
8,9/1/2023,294.8
8,10/1/2023,260.3
8,11/1/2023,292.9
8,12/1/2023,359.1
8,1/1/2024,322.4
8,2/1/2024,329.7
8,3/1/2024,279.4
8,4/1/2024,225.3
8,5/1/2024,249.9
8,6/1/2024,347.6
8,7/1/2024,337.3
8,8/1/2024,386.1
8,9/1/2024,280.4
8,10/1/2024,231.1
8,11/1/2024,285.4
8,12/1/2024,389.1
8,1/1/2025,361.4
9,1/1/2022,392.9
9,2/1/2022,332
9,3/1/2022,233.9
9,4/1/2022,298
9,5/1/2022,257
9,6/1/2022,388.5
9,7/1/2022,352.1
9,8/1/2022,323.3
9,9/1/2022,290.1
9,10/1/2022,303.5
9,11/1/2022,251.7
9,12/1/2022,350
9,1/1/2023,360.9
9,2/1/2023,367.7
9,3/1/2023,285.8
9,4/1/2023,271.5
9,5/1/2023,321.2
9,6/1/2023,350.7
9,7/1/2023,374.9
9,8/1/2023,332.5
9,9/1/2023,284.8
9,10/1/2023,225.3
9,11/1/2023,277.5
9,12/1/2023,358.8
9,1/1/2024,397.6
9,2/1/2024,334.8
9,3/1/2024,234.4
9,4/1/2024,267.2
9,5/1/2024,302.1
9,6/1/2024,345.5
9,7/1/2024,359.8
9,8/1/2024,374.7
9,9/1/2024,311.6
9,10/1/2024,221
9,11/1/2024,256.3
9,12/1/2024,386.8
9,1/1/2025,310.8
10,1/1/2022,381.4
10,2/1/2022,396.9
10,3/1/2022,270.4
10,4/1/2022,274.2
10,5/1/2022,259.5
10,6/1/2022,351.8
10,7/1/2022,385.7
10,8/1/2022,353.4
10,9/1/2022,250.1
10,10/1/2022,251.7
10,11/1/2022,257.4
10,12/1/2022,379.3
10,1/1/2023,342
10,2/1/2023,322.2
10,3/1/2023,231.9
10,4/1/2023,239.9
10,5/1/2023,311.3
10,6/1/2023,376.2
10,7/1/2023,345.9
10,8/1/2023,348.4
10,9/1/2023,230.5
10,10/1/2023,207.4
10,11/1/2023,258.7
10,12/1/2023,335.1
10,1/1/2024,391.5
10,2/1/2024,339.3
10,3/1/2024,296.7
10,4/1/2024,265.4
10,5/1/2024,285.5
10,6/1/2024,337.2
10,7/1/2024,373.8
10,8/1/2024,360.7
10,9/1/2024,271.7
10,10/1/2024,252.4
10,11/1/2024,268
10,12/1/2024,361.6
10,1/1/2025,381.3
11,1/1/2022,373.8
11,2/1/2022,327.8
11,3/1/2022,266.4
11,4/1/2022,296.1
11,5/1/2022,309.6
11,6/1/2022,384.1
11,7/1/2022,387.2
11,8/1/2022,354.4
11,9/1/2022,330
11,10/1/2022,275.5
11,11/1/2022,265.7
11,12/1/2022,344.4
11,1/1/2023,383.2
11,2/1/2023,370.2
11,3/1/2023,244.3
11,4/1/2023,276.2
11,5/1/2023,259.2
11,6/1/2023,315.2
11,7/1/2023,381.3
11,8/1/2023,328
11,9/1/2023,306.3
11,10/1/2023,306.1
11,11/1/2023,265.8
11,12/1/2023,374.7
11,1/1/2024,332.8
11,2/1/2024,346.8
11,3/1/2024,271.2
11,4/1/2024,256.9
11,5/1/2024,222.9
11,6/1/2024,376.5
11,7/1/2024,366.2
11,8/1/2024,386.2
11,9/1/2024,252.1
11,10/1/2024,280.6
11,11/1/2024,284.5
11,12/1/2024,336.6
11,1/1/2025,352.8
12,1/1/2022,357.1
12,2/1/2022,323.4
12,3/1/2022,242
12,4/1/2022,246.3
12,5/1/2022,245.1
12,6/1/2022,351.6
12,7/1/2022,436.6
12,8/1/2022,328.3
12,9/1/2022,264.7
12,10/1/2022,285.7
12,11/1/2022,281.1
12,12/1/2022,331
12,1/1/2023,342
12,2/1/2023,365.4
12,3/1/2023,267.6
12,4/1/2023,256.5
12,5/1/2023,277.3
12,6/1/2023,342.9
12,7/1/2023,362.9
12,8/1/2023,354.5
12,9/1/2023,274.5
12,10/1/2023,269.1
12,11/1/2023,285.8
12,12/1/2023,347
12,1/1/2024,343.7
12,2/1/2024,393.3
12,3/1/2024,278.6
12,4/1/2024,250.4
12,5/1/2024,297.9
12,6/1/2024,346.7
12,7/1/2024,355.9
12,8/1/2024,355.7
12,9/1/2024,270.3
12,10/1/2024,234.7
12,11/1/2024,244.3
12,12/1/2024,349.1
12,1/1/2025,340.3
13,1/1/2022,363.1
13,2/1/2022,384.1
13,3/1/2022,278.9
13,4/1/2022,293.2
13,5/1/2022,260.9
13,6/1/2022,336.3
13,7/1/2022,384.9
13,8/1/2022,389.9
13,9/1/2022,303
13,10/1/2022,239
13,11/1/2022,208.1
13,12/1/2022,363.6
13,1/1/2023,398.2
13,2/1/2023,380.4
13,3/1/2023,250.8
13,4/1/2023,302.6
13,5/1/2023,234.8
13,6/1/2023,359.1
13,7/1/2023,390.9
13,8/1/2023,376.4
13,9/1/2023,277.7
13,10/1/2023,282.6
13,11/1/2023,246.5
13,12/1/2023,300.4
13,1/1/2024,338.3
13,2/1/2024,352.8
13,3/1/2024,280.3
13,4/1/2024,266.1
13,5/1/2024,261.6
13,6/1/2024,317.5
13,7/1/2024,384.9
13,8/1/2024,358.9
13,9/1/2024,249.6
13,10/1/2024,234.4
13,11/1/2024,321
13,12/1/2024,295.9
13,1/1/2025,374.4
14,1/1/2022,323.6
14,2/1/2022,401.3
14,3/1/2022,298.4
14,4/1/2022,318.4
14,5/1/2022,265.4
14,6/1/2022,343
14,7/1/2022,389.5
14,8/1/2022,347.4
14,9/1/2022,232.9
14,10/1/2022,257.4
14,11/1/2022,252.7
14,12/1/2022,427.1
14,1/1/2023,308.7
14,2/1/2023,331.1
14,3/1/2023,286.9
14,4/1/2023,245.4
14,5/1/2023,208.5
14,6/1/2023,371.3
14,7/1/2023,324.2
14,8/1/2023,347.4
14,9/1/2023,211.9
14,10/1/2023,275.2
14,11/1/2023,274.6
14,12/1/2023,328
14,1/1/2024,417.6
14,2/1/2024,324.2
14,3/1/2024,275.4
14,4/1/2024,246.4
14,5/1/2024,248.7
14,6/1/2024,388.5
14,7/1/2024,417.2
14,8/1/2024,404.6
14,9/1/2024,290.7
14,10/1/2024,280.3
14,11/1/2024,270.1
14,12/1/2024,360.4
14,1/1/2025,348
15,1/1/2022,382.9
15,2/1/2022,399.6
15,3/1/2022,228.9
15,4/1/2022,211.3
15,5/1/2022,289.1
15,6/1/2022,355.6
15,7/1/2022,329.8
15,8/1/2022,331.6
15,9/1/2022,228.5
15,10/1/2022,276.7
15,11/1/2022,247.5
15,12/1/2022,341.7
15,1/1/2023,361.4
15,2/1/2023,388.6
15,3/1/2023,219.6
15,4/1/2023,224.3
15,5/1/2023,227.5
15,6/1/2023,313.1
15,7/1/2023,343.5
15,8/1/2023,339
15,9/1/2023,261.5
15,10/1/2023,302.9
15,11/1/2023,250.7
15,12/1/2023,377
15,1/1/2024,351.9
15,2/1/2024,354.4
15,3/1/2024,237.1
15,4/1/2024,214.8
15,5/1/2024,281.4
15,6/1/2024,424.9
15,7/1/2024,351.6
15,8/1/2024,365.1
15,9/1/2024,286.6
15,10/1/2024,215.2
15,11/1/2024,225.5
15,12/1/2024,301.5
15,1/1/2025,341.4
16,1/1/2022,353
16,2/1/2022,356.5
16,3/1/2022,256.2
16,4/1/2022,259.9
16,5/1/2022,281
16,6/1/2022,319.1
16,7/1/2022,356.3
16,8/1/2022,383.7
16,9/1/2022,236.5
16,10/1/2022,281.2
16,11/1/2022,312
16,12/1/2022,379.8
16,1/1/2023,346.1
16,2/1/2023,338.8
16,3/1/2023,248.3
16,4/1/2023,332.2
16,5/1/2023,248.3
16,6/1/2023,342
16,7/1/2023,352.2
16,8/1/2023,337.6
16,9/1/2023,282.9
16,10/1/2023,283.7
16,11/1/2023,295.1
16,12/1/2023,363.8
16,1/1/2024,339.6
16,2/1/2024,358.7
16,3/1/2024,224.3
16,4/1/2024,232
16,5/1/2024,253.2
16,6/1/2024,385.4
16,7/1/2024,319.5
16,8/1/2024,347.5
16,9/1/2024,314.5
16,10/1/2024,272.5
16,11/1/2024,260.5
16,12/1/2024,354.5
16,1/1/2025,343.1
